REGIAO:;S;;;;;;;;;;;;;;;;
UF:;PR;;;;;;;;;;;;;;;;
ESTACAO:;CURITIBA;;;;;;;;;;;;;;;;
CODIGO (WMO):;A807;;;;;;;;;;;;;;;;
LATITUDE:;-25,4486111;;;;;;;;;;;;;;;;
LONGITUDE:;-49,23055554;;;;;;;;;;;;;;;;
ALTITUDE:;922,91;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;28/01/2003;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s);;;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s)
10/05/2023;2100 UTC;0;65,9;17,4;21,9;17,4;90;4,2;;;;;;;;;
10/05/2023;2200 UTC;0;;16,5;17,4;16,5;95;4,2;;;;;;;;;
10/05/2023;2300 UTC;0;;16,5;16,6;16,3;95;3,6;;;;;;;;;
11/05/2023;0000 UTC;0;;16,2;16,6;16,2;94;1,8;;;;;;;;;
11/05/2023;0100 UTC;0;;15,6;16,3;15,6;95;3;;;;;;;;;
11/05/2023;0200 UTC;0;;14,8;15,7;14,7;97;2,5;;;;;;;;;
11/05/2023;0300 UTC;0;;14,8;15,1;14,7;96;2,2;;;;;;;;;
11/05/2023;0400 UTC;0;0,8;14,6;14,9;14,5;96;2,1;;;;;;;;;
11/05/2023;0500 UTC;0;;14,8;14,9;14,6;94;1,9;;;;;;;;;
11/05/2023;0600 UTC;0;;14,4;14,8;14,4;89;2,9;;;;;;;;;
11/05/2023;0700 UTC;0;;13,6;14,6;13,5;95;3,5;;;;;;;;;
11/05/2023;0800 UTC;0;;12,8;13,6;12,8;94;2,9;;;;;;;;;
11/05/2023;0900 UTC;0;;11,9;13,1;11,9;81;3,6;;;;;;;;;
11/05/2023;1000 UTC;0;2,6;11,2;12;11,1;82;3,5;;;;;;;;;
11/05/2023;1100 UTC;0;145,4;12;12;11,1;76;3,5;;;;;;;;;
11/05/2023;1200 UTC;0;1368,4;13,4;13,6;12;62;4;;;;;;;;;
11/05/2023;1300 UTC;0;2212;15,1;15,3;13,4;59;4,1;;;;;;;;;
11/05/2023;1400 UTC;0;2872,1;16,2;16,8;15;54;4,1;;;;;;;;;
11/05/2023;1500 UTC;0;3234,4;18,3;18,4;16,2;48;5,2;;;;;;;;;
11/05/2023;1600 UTC;0;3299,4;19,5;19,5;17,9;45;5,2;;;;;;;;;
11/05/2023;1700 UTC;0;3163,5;19,9;20,3;18,9;28;5,9;;;;;;;;;
11/05/2023;1800 UTC;0;2646,8;20,3;20,8;19,5;32;5,7;;;;;;;;;
11/05/2023;1900 UTC;0;1906,5;19,9;20,7;19,7;36;6,9;;;;;;;;;
11/05/2023;2000 UTC;0;953;19,3;20,1;19,3;35;4,6;;;;;;;;;
11/05/2023;2100 UTC;0;150,8;17,1;19,3;17,1;41;4,8;;;;;;;;;
11/05/2023;2200 UTC;0;;14,9;17,4;14,9;80;4,3;;;;;;;;;
11/05/2023;2300 UTC;0;;13,8;14,9;13,8;84;3;;;;;;;;;
12/05/2023;0000 UTC;0;;12,8;13,8;12,8;92;3,3;;;;;;;;;
12/05/2023;0100 UTC;0;;12,1;12,8;12,1;93;3,2;;;;;;;;;
12/05/2023;0200 UTC;0;;11,9;12,3;11,9;94;3;;;;;;;;;
12/05/2023;0300 UTC;0;;11,5;11,9;11,5;95;2,7;;;;;;;;;
12/05/2023;0400 UTC;0;;11,4;11,6;11,3;96;2,2;;;;;;;;;
12/05/2023;0500 UTC;0;;11,1;11,6;11,1;95;2,1;;;;;;;;;
12/05/2023;0600 UTC;0;;11,2;11,4;11;95;2,1;;;;;;;;;
12/05/2023;0700 UTC;0;;10,8;11,3;10,8;96;1,9;;;;;;;;;
12/05/2023;0800 UTC;0;;10,9;10,9;10,7;96;2;;;;;;;;;
12/05/2023;0900 UTC;0;;11;11;10,4;96;3,4;;;;;;;;;
12/05/2023;1000 UTC;0;3,9;11,2;11,2;10,5;94;3,4;;;;;;;;;
12/05/2023;1100 UTC;0;198;11,8;11,8;11,1;91;3;;;;;;;;;
12/05/2023;1200 UTC;0;844,6;12,9;13,1;11,8;85;3,2;;;;;;;;;
12/05/2023;1300 UTC;0;951;13,3;13,5;12,6;82;4,8;;;;;;;;;
12/05/2023;1400 UTC;0;1678,2;14,5;15;13,3;76;4,4;;;;;;;;;
12/05/2023;1500 UTC;0;1742,4;15,9;16,5;14,4;67;4,3;;;;;;;;;
12/05/2023;1600 UTC;0;2799,9;16;17,8;15,6;60;4,5;;;;;;;;;
12/05/2023;1700 UTC;0;3172,8;17,5;18,5;15,9;53;4,2;;;;;;;;;
12/05/2023;1800 UTC;0;1746,2;17,3;18,4;16,3;54;5,6;;;;;;;;;
12/05/2023;1900 UTC;0;1618,7;16,1;18,7;16,1;62;5,9;;;;;;;;;
12/05/2023;2000 UTC;0;367,1;15;16,3;15;70;7,2;;;;;;;;;
12/05/2023;2100 UTC;0;57,8;13,4;15;13,4;80;6,7;;;;;;;;;
12/05/2023;2200 UTC;0;;12,6;13,4;12,5;85;5,8;;;;;;;;;
12/05/2023;2300 UTC;0;;11,9;12,6;11,9;89;4,4;;;;;;;;;
13/05/2023;0000 UTC;0;;11,5;12;11,5;90;3,6;;;;;;;;;
13/05/2023;0100 UTC;0;;11,2;11,6;11,2;90;4,1;;;;;;;;;
13/05/2023;0200 UTC;0;;10,9;11,3;10,9;92;2,8;;;;;;;;;
13/05/2023;0300 UTC;0;;10,4;10,9;10,4;94;2,3;;;;;;;;;
13/05/2023;0400 UTC;0;;9,2;10,5;9,2;97;1,7;;;;;;;;;
13/05/2023;0500 UTC;0;;10,5;10,5;9,2;94;2,4;;;;;;;;;
13/05/2023;0600 UTC;0;;11,1;11,1;10,5;90;4,1;;;;;;;;;
13/05/2023;0700 UTC;0;;11,1;11,3;11;90;4,1;;;;;;;;;
13/05/2023;0800 UTC;0;;11,3;11,3;11,1;90;2,3;;;;;;;;;
13/05/2023;0900 UTC;0;;11,6;11,7;11,3;87;2,1;;;;;;;;;
13/05/2023;1000 UTC;0;2,1;11,6;11,6;11,3;89;2,1;;;;;;;;;
13/05/2023;1100 UTC;0;206,8;12,4;12,4;11,6;85;2,5;;;;;;;;;
13/05/2023;1200 UTC;0;609,4;13,6;13,6;12,3;78;2,5;;;;;;;;;
13/05/2023;1300 UTC;0;2256,6;15,1;15,5;13,6;66;4,2;;;;;;;;;
13/05/2023;1400 UTC;0;2435,9;16,9;17;15,1;62;4,8;;;;;;;;;
13/05/2023;1500 UTC;0;2225,1;16,4;17,4;15,3;62;4,6;;;;;;;;;
13/05/2023;1600 UTC;0;3029;18,2;18,3;16,4;57;4,6;;;;;;;;;
13/05/2023;1700 UTC;0;2360,8;19,4;19,6;17;50;4,8;;;;;;;;;
13/05/2023;1800 UTC;0;2160,1;18,2;19,6;17,9;52;5,3;;;;;;;;;
13/05/2023;1900 UTC;0;1396,6;18,3;19,1;17,5;54;6,1;;;;;;;;;
13/05/2023;2000 UTC;0;972,7;16,9;18,3;16,9;58;6,5;;;;;;;;;
13/05/2023;2100 UTC;0;151,8;14,7;16,9;14,7;66;5,4;;;;;;;;;
13/05/2023;2200 UTC;0;;12,9;14,7;12,7;72;1,6;;;;;;;;;
13/05/2023;2300 UTC;0;;13,7;14,4;12,4;83;2,8;;;;;;;;;
14/05/2023;0000 UTC;0;;12,9;13,7;12,9;90;3,8;;;;;;;;;
14/05/2023;0100 UTC;0;;11,8;12,9;11,8;93;3;;;;;;;;;
14/05/2023;0200 UTC;0;;11,6;11,8;11,3;98;3,9;;;;;;;;;
14/05/2023;0300 UTC;0;;11,9;12,1;11,6;94;3,1;;;;;;;;;
14/05/2023;0400 UTC;0;;11,3;11,9;11,1;95;3,1;;;;;;;;;
14/05/2023;0500 UTC;0;;10,3;11,3;10;98;2;;;;;;;;;
14/05/2023;0600 UTC;0;;9,9;10,6;9,9;98;0,8;;;;;;;;;
14/05/2023;0700 UTC;0;;10,4;10,4;9,9;99;1,1;;;;;;;;;
14/05/2023;0800 UTC;0;;10,1;10,4;10,1;99;1,3;;;;;;;;;
14/05/2023;0900 UTC;0;;10,2;10,2;10,1;99;1,8;;;;;;;;;
14/05/2023;1000 UTC;0;4,6;9,6;10,2;9,6;99;2,1;;;;;;;;;
14/05/2023;1100 UTC;0;152,2;9,7;9,9;9,5;100;1,9;;;;;;;;;
14/05/2023;1200 UTC;0;441;10,2;10,5;9,7;100;2;;;;;;;;;
14/05/2023;1300 UTC;0;1631,7;12,4;12,7;10,2;85;2,3;;;;;;;;;
14/05/2023;1400 UTC;0;2745,7;15,9;16,2;12,4;69;3;;;;;;;;;
14/05/2023;1500 UTC;0;3153,5;17,8;18,1;15,9;61;6,4;;;;;;;;;
14/05/2023;1600 UTC;0;3251,4;19,4;19,6;17,5;50;4,9;;;;;;;;;
14/05/2023;1700 UTC;0;3040,3;20,5;20,5;19,1;39;5;;;;;;;;;
14/05/2023;1800 UTC;0;2573,9;21,5;21,6;20,3;40;4,7;;;;;;;;;
14/05/2023;1900 UTC;0;1831;20,3;21,5;20,3;40;5;;;;;;;;;
14/05/2023;2000 UTC;0;922,3;19,9;21,3;19,9;40;5;;;;;;;;;
14/05/2023;2100 UTC;0;136,8;16,9;20;16,9;52;3,3;;;;;;;;;
14/05/2023;2200 UTC;0;;15,4;17,8;15,4;65;1,2;;;;;;;;;
14/05/2023;2300 UTC;0;;14,8;15,7;14,6;66;1,3;;;;;;;;;
15/05/2023;0000 UTC;0;;13,3;14,7;12,9;74;0,6;;;;;;;;;
15/05/2023;0100 UTC;0;;13,3;14,2;13,2;86;1,6;;;;;;;;;
15/05/2023;0200 UTC;0;;11,4;13,4;11,4;94;1,3;;;;;;;;;
15/05/2023;0300 UTC;0;;11;11,4;10,8;96;0,3;;;;;;;;;
15/05/2023;0400 UTC;0;;10,3;11,2;10,1;97;0,6;;;;;;;;;
15/05/2023;0500 UTC;0;;9,9;10,7;9,8;97;1,2;;;;;;;;;
15/05/2023;0600 UTC;0;;9,4;10;9,4;96;1,7;;;;;;;;;
15/05/2023;0700 UTC;0,2;;8,4;9,4;8,4;97;1,5;;;;;;;;;
15/05/2023;0800 UTC;0;;8,5;8,7;8,4;98;0,4;;;;;;;;;
15/05/2023;0900 UTC;0;;7,8;8,5;7,8;98;0;;;;;;;;;
15/05/2023;1000 UTC;0;5,6;8,2;8,2;7,7;99;0;;;;;;;;;
15/05/2023;1100 UTC;0;179,9;9,7;9,7;8,1;91;1,6;;;;;;;;;
15/05/2023;1200 UTC;0;1222,9;13,8;13,8;9,7;77;1,6;;;;;;;;;
15/05/2023;1300 UTC;0;2097,6;17;17,3;13,8;61;3,4;;;;;;;;;
15/05/2023;1400 UTC;0;2678,9;19,5;19,5;17;50;3,7;;;;;;;;;
15/05/2023;1500 UTC;0;3126,4;21,3;21,7;19,2;37;3,9;;;;;;;;;
15/05/2023;1600 UTC;0;3186,8;21,8;22;21;35;5,1;;;;;;;;;
15/05/2023;1700 UTC;0;3009,3;22,9;23;21,6;30;5,1;;;;;;;;;
15/05/2023;1800 UTC;0;2498,9;22,2;23,3;22;29;5,5;;;;;;;;;
15/05/2023;1900 UTC;0;1845,4;22,4;23,3;22,1;30;4,8;;;;;;;;;
15/05/2023;2000 UTC;0;936,1;21,3;22,4;21,3;36;4,3;;;;;;;;;
15/05/2023;2100 UTC;0;140,7;18,3;21,3;18,3;48;3,5;;;;;;;;;
15/05/2023;2200 UTC;0;;16;18,3;16;56;1,7;;;;;;;;;
15/05/2023;2300 UTC;0;;15,2;16,1;15;62;1,6;;;;;;;;;
16/05/2023;0000 UTC;0;;14,8;15,2;14,5;62;1,5;;;;;;;;;
16/05/2023;0100 UTC;0;;13,6;14,8;13,6;69;1,4;;;;;;;;;
16/05/2023;0200 UTC;0;;13,3;14,2;13,1;72;1,2;;;;;;;;;
16/05/2023;0300 UTC;0;;12,6;13,3;12;74;0,8;;;;;;;;;
16/05/2023;0400 UTC;0;;11,9;12,7;11,9;76;1,1;;;;;;;;;
16/05/2023;0500 UTC;0;;10,5;11,9;10,5;84;1,3;;;;;;;;;
16/05/2023;0600 UTC;0;;10,6;10,7;9,9;83;1,4;;;;;;;;;
16/05/2023;0700 UTC;0;;10,1;11,2;9,9;84;1,8;;;;;;;;;
16/05/2023;0800 UTC;0;;9,7;10,1;9,4;86;1,8;;;;;;;;;
16/05/2023;0900 UTC;0;;9;10;9;87;1,4;;;;;;;;;
16/05/2023;1000 UTC;0;2;9,5;9,5;8,6;87;1,3;;;;;;;;;
16/05/2023;1100 UTC;0;154,3;11;11;9,3;83;1,2;;;;;;;;;
16/05/2023;1200 UTC;0;1265,6;14,6;14,6;11;65;2,7;;;;;;;;;
16/05/2023;1300 UTC;0;2086,7;17;17,1;14,6;58;2,7;;;;;;;;;
16/05/2023;1400 UTC;0;2734,9;19,4;19,4;17;46;3;;;;;;;;;
16/05/2023;1500 UTC;0;3131,5;20,6;21,1;19,3;41;4,3;;;;;;;;;
16/05/2023;1600 UTC;0;3204,7;21,6;21,6;20,6;44;4,8;;;;;;;;;
16/05/2023;1700 UTC;0;2939,2;22,1;22,5;21;45;5;;;;;;;;;
16/05/2023;1800 UTC;0;2505;22,1;22,5;21,4;46;4,7;;;;;;;;;
16/05/2023;1900 UTC;0;1788,5;20,7;22,4;20,7;52;5,7;;;;;;;;;
16/05/2023;2000 UTC;0;911,7;18,5;20,7;18,5;64;6;;;;;;;;;
16/05/2023;2100 UTC;0;128,9;16,7;18,6;16,7;71;5,2;;;;;;;;;
16/05/2023;2200 UTC;0;;15,5;16,7;15,5;79;4,1;;;;;;;;;
16/05/2023;2300 UTC;0;;14;15,5;13,9;84;3,5;;;;;;;;;
17/05/2023;0000 UTC;0;;13;14;13;89;3,1;;;;;;;;;
17/05/2023;0100 UTC;0;;11,6;13;11,5;94;2,4;;;;;;;;;
17/05/2023;0200 UTC;0;;11,4;11,7;11,4;94;2,2;;;;;;;;;
17/05/2023;0300 UTC;0;;10,3;11,4;10,3;97;1,8;;;;;;;;;
17/05/2023;0400 UTC;0;;10;10,7;10;97;1,6;;;;;;;;;
17/05/2023;0500 UTC;0;;10,1;10,3;9,6;98;1,5;;;;;;;;;
17/05/2023;0600 UTC;0;;9,8;10,2;9,7;98;1,7;;;;;;;;;
17/05/2023;0700 UTC;0;;9,2;9,7;8,9;99;1,5;;;;;;;;;
17/05/2023;0800 UTC;0;;9;9,2;8,8;99;0,6;;;;;;;;;
17/05/2023;0900 UTC;0,2;;8,8;9,4;8,8;99;0,9;;;;;;;;;
17/05/2023;1000 UTC;0;2,1;8,7;8,9;8,5;99;1,3;;;;;;;;;
17/05/2023;1100 UTC;0;151,9;11;11;8,7;98;1,7;;;;;;;;;
17/05/2023;1200 UTC;0;1274,4;14,1;14,1;11;81;3;;;;;;;;;
17/05/2023;1300 UTC;0;1981,1;15,5;15,8;14,1;76;4,4;;;;;;;;;
17/05/2023;1400 UTC;0;2967,2;17,3;17,3;15,5;65;6,1;;;;;;;;;
17/05/2023;1500 UTC;0;3178,3;19;19,3;17,3;58;5,5;;;;;;;;;
17/05/2023;1600 UTC;0;3265,3;19,7;20;18,2;55;5,2;;;;;;;;;
17/05/2023;1700 UTC;0;3056,4;19,2;20,1;19,1;56;5,7;;;;;;;;;
17/05/2023;1800 UTC;0;2556,8;19,5;20;19,2;60;5,4;;;;;;;;;
17/05/2023;1900 UTC;0;1823;18,5;20;18,5;60;4,9;;;;;;;;;
17/05/2023;2000 UTC;0;911,6;17,6;18,8;17,6;65;4,4;;;;;;;;;
17/05/2023;2100 UTC;0;127,7;15,1;17,6;15,1;79;5,3;;;;;;;;;
17/05/2023;2200 UTC;0;;13,9;15,1;13,9;85;4,3;;;;;;;;;
17/05/2023;2300 UTC;0;;13;13,9;13;89;3,9;;;;;;;;;
18/05/2023;0000 UTC;0;;12,2;13;12,2;90;4,7;;;;;;;;;
18/05/2023;0100 UTC;0;;11,3;12,2;10,9;95;2,9;;;;;;;;;
18/05/2023;0200 UTC;0;;10,5;11,3;10,5;95;1,2;;;;;;;;;
18/05/2023;0300 UTC;0;;10;10,5;9,6;98;1,1;;;;;;;;;
18/05/2023;0400 UTC;0;;9,5;10,3;9,5;97;1,7;;;;;;;;;
18/05/2023;0500 UTC;0;;8,9;9,5;8,8;98;0,7;;;;;;;;;
18/05/2023;0600 UTC;0;;8,9;9,4;8,5;99;0,6;;;;;;;;;
18/05/2023;0700 UTC;0;;8,3;8,9;7,9;99;0,6;;;;;;;;;
18/05/2023;0800 UTC;0;;7,9;8,7;7,9;99;1;;;;;;;;;
18/05/2023;0900 UTC;0,2;;7,7;8,3;7,7;99;2;;;;;;;;;
18/05/2023;1000 UTC;0;3,3;9,2;9,2;7,8;100;1;;;;;;;;;
18/05/2023;1100 UTC;0;166;9,5;9,5;9,1;100;1,8;;;;;;;;;
18/05/2023;1200 UTC;0;569,4;10,5;10,7;9,5;100;2,4;;;;;;;;;
18/05/2023;1300 UTC;0;1070,6;11,6;11,6;10,2;95;2,6;;;;;;;;;
18/05/2023;1400 UTC;0;2733,8;15,2;15,5;11,6;74;3,1;;;;;;;;;
18/05/2023;1500 UTC;0;3129,1;17,5;17,6;15,2;63;3,2;;;;;;;;;
18/05/2023;1600 UTC;0;3214,9;19,7;19,9;17,3;57;4,4;;;;;;;;;
18/05/2023;1700 UTC;0;3013,7;21,5;21,5;19,7;53;4,4;;;;;;;;;
18/05/2023;1800 UTC;0;2504,9;22;22,2;21,2;46;3,5;;;;;;;;;
18/05/2023;1900 UTC;0;1797,8;22,3;23,1;22;46;3,6;;;;;;;;;
18/05/2023;2000 UTC;0;906,3;21,4;22,9;21,4;52;3,4;;;;;;;;;
18/05/2023;2100 UTC;0;124,1;17,9;21,4;17,9;75;3,6;;;;;;;;;
18/05/2023;2200 UTC;0;;16,2;17,9;16,2;81;3,7;;;;;;;;;
18/05/2023;2300 UTC;0;;14,9;16,2;14,9;86;2,2;;;;;;;;;
19/05/2023;0000 UTC;0;;14;14,9;14;91;1,9;;;;;;;;;
19/05/2023;0100 UTC;0;;13,2;14,1;13,2;94;2,2;;;;;;;;;
19/05/2023;0200 UTC;0;;12,3;13,2;12,3;95;3,1;;;;;;;;;
19/05/2023;0300 UTC;0;;11,2;12,3;11,2;98;3,1;;;;;;;;;
19/05/2023;0400 UTC;0;0,2;11;11,3;11;99;3;;;;;;;;;
19/05/2023;0500 UTC;0;0,5;10,8;11,2;10,6;100;2,5;;;;;;;;;
19/05/2023;0600 UTC;0;0,6;10,2;10,8;10,1;100;2,8;;;;;;;;;
19/05/2023;0700 UTC;0;0,2;10,4;10,4;10;100;2,4;;;;;;;;;
19/05/2023;0800 UTC;0,2;0,7;10,1;10,5;9,9;100;2;;;;;;;;;
19/05/2023;0900 UTC;0;0,6;9,7;10,2;9,7;100;2,7;;;;;;;;;
19/05/2023;1000 UTC;0;3,5;9,5;9,9;9,4;100;2,7;;;;;;;;;
19/05/2023;1100 UTC;0;107,9;9,5;9,7;9,3;100;2,6;;;;;;;;;
19/05/2023;1200 UTC;0;460;10,4;10,4;9,4;100;3,5;;;;;;;;;
19/05/2023;1300 UTC;0;1168,5;12;12;10,3;95;3,6;;;;;;;;;
19/05/2023;1400 UTC;0;2784,3;14,2;14,3;12;78;3,5;;;;;;;;;
19/05/2023;1500 UTC;0;3158,1;16,8;16,8;14,1;68;4,1;;;;;;;;;
19/05/2023;1600 UTC;0;3255,7;20;20;16,9;52;3,9;;;;;;;;;
19/05/2023;1700 UTC;0;3040,8;22,3;22,3;19,8;41;3,1;;;;;;;;;
19/05/2023;1800 UTC;0;2528,3;23,3;24;22,4;36;3,7;;;;;;;;;
19/05/2023;1900 UTC;0;1752,9;24;24,4;23,2;40;3,1;;;;;;;;;
19/05/2023;2000 UTC;0;791,4;22,1;24,2;22,1;49;2,9;;;;;;;;;
19/05/2023;2100 UTC;0;90,8;19,4;22,1;19,4;67;3,4;;;;;;;;;
19/05/2023;2200 UTC;0;;16,8;19,4;16,8;80;4,6;;;;;;;;;
19/05/2023;2300 UTC;0;;15;16,8;15;86;5,4;;;;;;;;;
20/05/2023;0000 UTC;0;;13,9;15,1;13,9;90;3;;;;;;;;;
20/05/2023;0100 UTC;0;;12,3;13,9;12,3;93;2,5;;;;;;;;;
20/05/2023;0200 UTC;0;;12,1;12,7;12,1;97;3,5;;;;;;;;;
20/05/2023;0300 UTC;0;;12,2;12,4;12;99;3,5;;;;;;;;;
20/05/2023;0400 UTC;0;0,8;11,7;12,3;11,7;99;4,3;;;;;;;;;
20/05/2023;0500 UTC;0;0,2;11,5;11,8;11,5;99;4,1;;;;;;;;;
20/05/2023;0600 UTC;0;0,6;10,8;11,6;10,7;99;2,2;;;;;;;;;
20/05/2023;0700 UTC;0;0,5;10,4;10,9;10,4;99;2,5;;;;;;;;;
20/05/2023;0800 UTC;0;0,5;10;10,4;10;99;2,3;;;;;;;;;
20/05/2023;0900 UTC;0;0,5;9,3;10,1;9,2;100;2,4;;;;;;;;;
20/05/2023;1000 UTC;0;2,8;9;9,4;8,9;100;2,2;;;;;;;;;
20/05/2023;1100 UTC;;;;;;;;;;;;;;;;
20/05/2023;1200 UTC;0;651,1;11;11;9,2;98;2,5;;;;;;;;;
20/05/2023;1300 UTC;0;2122,3;13,8;14,4;10,7;78;2,1;;;;;;;;;
20/05/2023;1400 UTC;0;2651,6;17,2;17,3;13,8;66;2,9;;;;;;;;;
20/05/2023;1500 UTC;0;3126,4;19,8;20;17,1;49;2,7;;;;;;;;;
20/05/2023;1600 UTC;0;3257,5;22,3;22,5;19,7;37;2,7;;;;;;;;;
20/05/2023;1700 UTC;0;2864,2;23,6;24,2;22,3;30;3,9;;;;;;;;;
20/05/2023;1800 UTC;0;2015,2;23,7;24,6;23,6;19;5,1;;;;;;;;;
20/05/2023;1900 UTC;0;1058,1;23,1;23,8;22,9;26;5,1;;;;;;;;;
20/05/2023;2000 UTC;0;757,7;21,8;24;21,8;34;3;;;;;;;;;
20/05/2023;2100 UTC;0;129,6;19,5;21,8;19,5;42;2,5;;;;;;;;;
20/05/2023;2200 UTC;0;;17,7;19,5;17,2;45;1,8;;;;;;;;;
20/05/2023;2300 UTC;0;;16,1;17,8;16,1;60;2,9;;;;;;;;;
21/05/2023;0000 UTC;0;;14,6;16,1;14,6;69;2,3;;;;;;;;;
21/05/2023;0100 UTC;0;;13,8;14,9;13,8;80;1,4;;;;;;;;;
21/05/2023;0200 UTC;0;;13,1;13,8;12,7;84;1,1;;;;;;;;;
21/05/2023;0300 UTC;0;;12,9;13,1;12,3;92;2,1;;;;;;;;;
21/05/2023;0400 UTC;0;;12,2;12,9;12,1;92;2,4;;;;;;;;;
21/05/2023;0500 UTC;0;;11,5;12,2;11,5;98;2,3;;;;;;;;;
21/05/2023;0600 UTC;0;;11,3;11,6;11,3;99;2,9;;;;;;;;;
21/05/2023;0700 UTC;0;0,5;11,1;11,3;10,8;100;2,4;;;;;;;;;
21/05/2023;0800 UTC;0;;11,3;11,3;11;100;2,6;;;;;;;;;
21/05/2023;0900 UTC;0;;11;11,3;10,8;100;2,4;;;;;;;;;
21/05/2023;1000 UTC;0;4,6;10,1;11,1;10,1;100;3,3;;;;;;;;;
21/05/2023;1100 UTC;0;147,1;10,4;10,5;10;100;2,7;;;;;;;;;
21/05/2023;1200 UTC;0;584;10,8;11,1;10,4;100;2,2;;;;;;;;;
21/05/2023;1300 UTC;0;1587,8;14,5;14,5;10,7;97;2,5;;;;;;;;;
21/05/2023;1400 UTC;0;2658;17,2;17,3;14,4;74;3,4;;;;;;;;;
21/05/2023;1500 UTC;0;3012,4;20,3;20,3;17,3;55;5,5;;;;;;;;;
21/05/2023;1600 UTC;0;2768,5;21,7;21,8;19,9;34;6;;;;;;;;;
21/05/2023;1700 UTC;0;2601,2;21,8;22,3;21,4;39;5,4;;;;;;;;;
21/05/2023;1800 UTC;0;2076,4;21,7;22,5;21,4;37;4,8;;;;;;;;;
21/05/2023;1900 UTC;0;1256,5;20,4;22,3;20,4;42;5;;;;;;;;;
21/05/2023;2000 UTC;0;411,2;19,3;20,4;19,3;47;4,2;;;;;;;;;
21/05/2023;2100 UTC;0;47,5;18;19,3;18;59;3,8;;;;;;;;;
21/05/2023;2200 UTC;0;;17,4;18,1;17,4;69;2,8;;;;;;;;;
21/05/2023;2300 UTC;0;;16,5;17,4;16,5;77;3,2;;;;;;;;;
22/05/2023;0000 UTC;0;;15;16,5;15;86;3,2;;;;;;;;;
22/05/2023;0100 UTC;0;;14,6;15;14,6;92;4,4;;;;;;;;;
22/05/2023;0200 UTC;0;;14,6;14,6;14,1;94;4,1;;;;;;;;;
22/05/2023;0300 UTC;0;;14,7;14,8;14,6;93;4,9;;;;;;;;;
22/05/2023;0400 UTC;0;;14,3;14,8;14,3;94;4,3;;;;;;;;;
22/05/2023;0500 UTC;0;;14,4;14,4;14,1;94;3,4;;;;;;;;;
22/05/2023;0600 UTC;0;;13,8;14,4;13,8;95;3,1;;;;;;;;;
22/05/2023;0700 UTC;0;;13,2;13,9;13,1;97;3,3;;;;;;;;;
22/05/2023;0800 UTC;0;;12,5;13,2;12,5;98;2,9;;;;;;;;;
22/05/2023;0900 UTC;0;;12,6;12,7;12,5;98;2,6;;;;;;;;;
22/05/2023;1000 UTC;0;;13;13;12,6;96;3;;;;;;;;;
22/05/2023;1100 UTC;0;169,6;13,8;13,8;12,9;92;2,5;;;;;;;;;
22/05/2023;1200 UTC;0;1012,4;17;17;13,8;75;4,5;;;;;;;;;
22/05/2023;1300 UTC;0;1262,8;17,8;18,2;16,8;70;5,7;;;;;;;;;
22/05/2023;1400 UTC;0;2141,4;20,7;21,3;17,8;56;5,7;;;;;;;;;
22/05/2023;1500 UTC;0;2310,5;22;22,6;20,7;48;6,2;;;;;;;;;
22/05/2023;1600 UTC;0;2536,9;21,8;22,8;21,3;49;8;;;;;;;;;
22/05/2023;1700 UTC;0;1499;20,9;21,8;20,8;52;8;;;;;;;;;
22/05/2023;1800 UTC;0;800,9;20,5;21;20,3;54;6,3;;;;;;;;;
22/05/2023;1900 UTC;0;637,9;20,4;20,7;20,3;57;5;;;;;;;;;
22/05/2023;2000 UTC;0;343,4;20,1;20,4;20,1;59;2,9;;;;;;;;;
22/05/2023;2100 UTC;0;56,4;19,4;20,1;19,4;63;3,2;;;;;;;;;
22/05/2023;2200 UTC;0;;18,7;19,4;18,7;69;1,7;;;;;;;;;
22/05/2023;2300 UTC;0;;17,9;19;17,9;72;1,8;;;;;;;;;
23/05/2023;0000 UTC;0;;17,9;18;17,8;78;1,7;;;;;;;;;
23/05/2023;0100 UTC;0;;16,3;17,9;16,3;86;2,2;;;;;;;;;
23/05/2023;0200 UTC;0;;15,1;16,4;14,7;90;1,2;;;;;;;;;
23/05/2023;0300 UTC;0;;14,5;15,3;14,5;93;0,8;;;;;;;;;
23/05/2023;0400 UTC;0;;13,8;14,5;13,8;95;1;;;;;;;;;
23/05/2023;0500 UTC;0;;13,7;13,8;13,4;96;1,1;;;;;;;;;
